# Nehboro malicious domains feed
# Format: domain,notes
# Supports wildcards: *.evil.com, pay*.net
# Last updated: populated by community reports
domain,notes
"confirmation-id83454.com","custom static list mthcht"
"secure07b-netflix-verify.duckdns.org","custom static list mthcht"
"twv34.toythieves.com","custom static list mthcht"
"apps-secure-amazon-payment.com","custom static list mthcht"
"chiliiz.com","custom static list mthcht"
"unforseen.duckdns.org","custom static list mthcht"
"jccytmkjbq.duckdns.org","custom static list mthcht"
"sictradingc.com","custom static list mthcht"
"liohyleko.4dq.com","custom static list mthcht"
"pa-crtdomain.info","custom static list mthcht"
"n26pjjq4c.duckdns.org","custom static list mthcht"
"lmvhc.com","custom static list mthcht"
"confirmation-id45768.com","custom static list mthcht"
"nsecre89hn-dxdxd-verify-acc0unt-security.4dq.com","custom static list mthcht"
"energy777.duckdns.org","custom static list mthcht"
"account.hamsterxnxx.com","custom static list mthcht"
"aoxzagmzqa.duckdns.org","custom static list mthcht"
"dominoduck2087.duckdns.org","custom static list mthcht"
"aes-secure.net","custom static list mthcht"
"yxgolrkurz.duckdns.org","custom static list mthcht"
"citizensbank.changeip.org","custom static list mthcht"
"citiznsonline-scure.dnset.com","custom static list mthcht"
"gotmtyou.authorizeddns.org","custom static list mthcht"
"secure-bankofamerica-verification-review.duckdns.org","custom static list mthcht"
"5g62w1suu.duckdns.org","custom static list mthcht"
"devnyash.top","custom static list mthcht"
"morozzini.dnset.com","custom static list mthcht"
"uauvfavgcr.duckdns.org","custom static list mthcht"
"nubabgzxiz.duckdns.org","custom static list mthcht"
"3ip-secure-bofa.serveusers.com","custom static list mthcht"
"tripplebanks.duckdns.org","custom static list mthcht"
"grupjoin1qy.forumz.info","custom static list mthcht"
"jy34rk5jnfh.qhigh.com","custom static list mthcht"
"gabrielgarcialora09.kozow.com","custom static list mthcht"
"pracute.camdvr.org","custom static list mthcht"
"jeec.xreichel.com","custom static list mthcht"
"securemand6.dnset.com","custom static list mthcht"
"eqwgfhd.dumb1.com","custom static list mthcht"
"ailkbtimce.duckdns.org","custom static list mthcht"
"newriseofav2.co.cc","custom static list mthcht"
"secure02n-auth-kyc.4dq.com","custom static list mthcht"
"midasbuypubgm-newecents.jetos.com","custom static list mthcht"
"citzns003ver.4dq.com","custom static list mthcht"
"evnuer79.lflinkup.com","custom static list mthcht"
"wasper.app","custom static list mthcht"
"kauirox.com","custom static list mthcht"
"centraldllispatsh.top","custom static list mthcht"
"fidelitydigitalassets.me","custom static list mthcht"
"xpornstarsitq.dnset.com","custom static list mthcht"
"url.gleeze.com","custom static list mthcht"
"scandimyth.xyz","custom static list mthcht"
"coinbase-285648.com","custom static list mthcht"
"gismanab.co.cc","custom static list mthcht"
"ceritadewasaku.co.cc","custom static list mthcht"
"netking.duckdns.org","custom static list mthcht"
"whatsapp-dewasa18plusplus.gleeze.com","custom static list mthcht"
"tiua.uk","custom static list mthcht"
"egyptskytours.com","custom static list mthcht"
"readbookstory.kozow.com","custom static list mthcht"
"rebinhudslgin.w3spaces.com","custom static list mthcht"
"mail.aiisks.mjusy.com","custom static list mthcht"
"nmrx.mrbonus.com","custom static list mthcht"
"hgzkgmkyolgcsnzbc.ddnsgeek.com","custom static list mthcht"
"globaltransfersecurefilethroughcloud.duckdns.org","custom static list mthcht"
"zawousdace.duckdns.org","custom static list mthcht"
"j.gettrustpayment.live","custom static list mthcht"
"secure-bofa011129.serveuser.com","custom static list mthcht"
"keenwood.duckdns.org","custom static list mthcht"
"membercertemessage-8da45.wasmer.app","custom static list mthcht"
"wyrnx81is.duckdns.org","custom static list mthcht"
"sess-eur-sales.shop","custom static list mthcht"
"verifycard97864-booking.com","custom static list mthcht"
"pkpdisqeey.duckdns.org","custom static list mthcht"
"en.codashop-zone.shop","custom static list mthcht"
"cdn-server.online","custom static list mthcht"
"telegyjzsn.ink","custom static list mthcht"
"jykimz4n.duckdns.org","custom static list mthcht"
"eng-okx.com","custom static list mthcht"
"zkpepvtprm.duckdns.org","custom static list mthcht"
"ioss-helpp-caree-linee-844-hpkv3.ondigitalocean.app","custom static list mthcht"
"hytjhhjkhj.ftpserver.biz","custom static list mthcht"
"newme1122.3utilities.com","custom static list mthcht"
"bareverene.z31.web.core.windows.net","custom static list mthcht"
"wgcaro7h9.duckdns.org","custom static list mthcht"
"install-zoom.com","custom static list mthcht"
"fgswwvutss.duckdns.org","custom static list mthcht"
"voracity.ddns.net","custom static list mthcht"
"ramdan.mywire.org","custom static list mthcht"
"adata.ddns.net","custom static list mthcht"
"hastanerandevsu.mooo.com","custom static list mthcht"
"aknxq.com","custom static list mthcht"
"zwrot-pl.gleeze.com","custom static list mthcht"
"nvjsdhvjgschfhgcjasg.theworkpc.com","custom static list mthcht"
"confirmation-id83192.com","custom static list mthcht"
"hgwwqigs.shop","custom static list mthcht"
"quitextving.freeddns.com","custom static list mthcht"
"flickrush.giize.com","custom static list mthcht"
"mailo.ocry.com","custom static list mthcht"
"njbrmhrsbq.duckdns.org","custom static list mthcht"
"bafybeiav4y5342lulpwxvosn7r526roxont435y7qzdrawf2lliuvtltj4.ipfs.dweb.link","custom static list mthcht"
"ceo2.point2this.com","custom static list mthcht"
"filllrominfo4123.com","custom static list mthcht"
"grub-wattaps1.myz.info","custom static list mthcht"
"bafybeifofvlljbifmfczps67pccy2chfx4ztcxgodkijyrpyyajricqkta.ipfs.dweb.link","custom static list mthcht"
"edison.myz.info","custom static list mthcht"
"discord-api.volspike.com","custom static list mthcht"
"lizlykjjwv.duckdns.org","custom static list mthcht"
"okazjik.shop","custom static list mthcht"
"gkkjaxwteb.duckdns.org","custom static list mthcht"
"facebook-addblock.duckdns.org","custom static list mthcht"
"agent-client-stoarge.webredirect.org","custom static list mthcht"
"serveres-gmail.myftp.biz","custom static list mthcht"
"zonctrkmng.com","custom static list mthcht"
"process-session-562-protect-9911.click","custom static list mthcht"
"eth-erc721.vip","custom static list mthcht"
"supportus.us","custom static list mthcht"
"my-secure-support.com","custom static list mthcht"
"e8w2yxsji6o0svehw0ej1pe.ddns.net","custom static list mthcht"
"wclovertsh.click","custom static list mthcht"
"instagram.wthx.life","custom static list mthcht"
"yuvzyklv.shop","custom static list mthcht"
"ken419.chickenkiller.com","custom static list mthcht"
"kiosgamerffggevent.myz.info","custom static list mthcht"
"mozillamaintenanceservice.duckdns.org","custom static list mthcht"
"auracorp.cc","custom static list mthcht"
"premium-vip.ooguy.com","custom static list mthcht"
"jysk-rabat.com","custom static list mthcht"
"i6iuq93.myz.info","custom static list mthcht"
"cancelonlinelogin.com","custom static list mthcht"
"teloegram.net","custom static list mthcht"
"com-hotelid88239.com","custom static list mthcht"
"msconfig.sytes.net","custom static list mthcht"
"metamask.org.cn","custom static list mthcht"
"sienengmarah5.duckdns.org","custom static list mthcht"
"wde4y8ync0obe8g.ddns.net","custom static list mthcht"
"wee.myz.info","custom static list mthcht"
"googledoc.duckdns.org","custom static list mthcht"
"donny.x24hr.com","custom static list mthcht"
"flrst-tbrdnhzl.mooo.com","custom static list mthcht"
"group-virall-2021.duckdns.org","custom static list mthcht"
"dezede.it","custom static list mthcht"
"jxtny.com","custom static list mthcht"
"formtech-kappa.pro","custom static list mthcht"
"gov-declarar.com","custom static list mthcht"
"officeupdates.cleansite.us","custom static list mthcht"
"itemfreepubg.dnset.com","custom static list mthcht"
"reachbirdrank.com","custom static list mthcht"
"musica7160.duckdns.org","custom static list mthcht"
"ma-secureonlinecitizens.mefound.com","custom static list mthcht"
"equalizerrr.duckdns.org","custom static list mthcht"
"rc8qfe.myddns.com","custom static list mthcht"
"microsoftnet2.hopto.org","custom static list mthcht"
"rap-art.info","custom static list mthcht"
"pirotrade.com","custom static list mthcht"
"cabalen.no-ip.biz","custom static list mthcht"
"thereka.co.cc","custom static list mthcht"
"rjjwor.mjusy.com","custom static list mthcht"
"rectifychain.top","custom static list mthcht"
"secure07.dnset.com","custom static list mthcht"
"chase-support06.misecure.com","custom static list mthcht"
"lululemon-mx.com","custom static list mthcht"
"ingdirect.verifyscotia-secure-help.info","custom static list mthcht"
"ortexlabs.com","custom static list mthcht"
"govmwz.cfd","custom static list mthcht"
"secureyourdataarea1.duckdns.org","custom static list mthcht"
"secure03-bn.jetos.com","custom static list mthcht"
"facturation-primes.com","custom static list mthcht"
"5ned5tmdor1xqbkfulqxijs.ddns.net","custom static list mthcht"
"mrowx.ddnsgeek.com","custom static list mthcht"
"tijtgjndbf.duckdns.org","custom static list mthcht"
"skyn3t.dynu.net","custom static list mthcht"
"driectbnk-jibump.com","custom static list mthcht"
"eddprepaidverification.dnset.com","custom static list mthcht"
"profound.zzux.com","custom static list mthcht"
"moroccanoil.co.it","custom static list mthcht"
"pubgfreeitem.ezua.com","custom static list mthcht"
"site9614501.92.webydo.com","custom static list mthcht"
"msn365-suspendido.iceiy.com","custom static list mthcht"
"ygtjd6g78.ukit.me","custom static list mthcht"
"mlbbamazone.myz.info","custom static list mthcht"
"galabet3003.com","custom static list mthcht"
"winautordr.kozow.com","custom static list mthcht"
"bofa-privatelogin.mrbasic.com","custom static list mthcht"
"slowulses.com","custom static list mthcht"
"bafkreicg35a2vlkau6fjswhx3otmhmztnw2ddsuuetwdck3zhjhh6h4l5e.ipfs.dweb.link","custom static list mthcht"
"dhwoc.mjusy.com","custom static list mthcht"
"yao.myz.info","custom static list mthcht"
"blockaiads.com","custom static list mthcht"
"stinosa.duckdns.org","custom static list mthcht"
"a47nk072mjydu2u8o8k.ddns.net","custom static list mthcht"
"alwsil8.no-ip.biz","custom static list mthcht"
"t.gettrustpayment.live","custom static list mthcht"
"febunes.myiphost.com","custom static list mthcht"
"quaya-ustralia.fr","custom static list mthcht"
"jhonatanmartinezmartinez09.duckdns.org","custom static list mthcht"
"qqw.3-a.net","custom static list mthcht"
"cpcompany-eur.top","custom static list mthcht"
"winservice.no-ip.biz","custom static list mthcht"
"rbzkvktesa.duckdns.org","custom static list mthcht"
"mail.unifsc.com","custom static list mthcht"
"freewula.strangled.net","custom static list mthcht"
"zohethnig.com","custom static list mthcht"
"yahoo-online.ws","custom static list mthcht"
"update-paypaj.vip","custom static list mthcht"
"ojgidtgopi.duckdns.org","custom static list mthcht"
"jexapic108kurbieh.onedumb.com","custom static list mthcht"
"worldwebs-mgmnt-app.com","custom static list mthcht"
"zx10086.cyou","custom static list mthcht"
"viggtfedpc.duckdns.org","custom static list mthcht"
"verify-firsttechsecured.dns05.com","custom static list mthcht"
"carlitosmoreno1793.duckdns.org","custom static list mthcht"
"defenceprodindia.site","custom static list mthcht"
"docomoqqol.duckdns.org","custom static list mthcht"
"gv36khkpif1418ipevsds6c.ddns.net","custom static list mthcht"
"bafybeibmbcysp4sq6m45qj42ksvfzmmibtap53fp4psdmc5ekw5o47wfxq.ipfs.dweb.link","custom static list mthcht"
"luxurywatchclub.shop","custom static list mthcht"
"kjsbexidkv3jirw0enyp7n5.ddns.net","custom static list mthcht"
"webapp.ftp1.biz","custom static list mthcht"
"spammayuti.co.cc","custom static list mthcht"
"omonaya.ooguy.com","custom static list mthcht"
"efidagopmj.duckdns.org","custom static list mthcht"
"www-lntesa-sanpaolo.vizvaz.com","custom static list mthcht"
"sp1citizens.ikwb.com","custom static list mthcht"
"helpa-useagestin-htlch.com","custom static list mthcht"
"b257t.xyz","custom static list mthcht"
"groups-whatsappp.otzo.com","custom static list mthcht"
"kapcpcbbst.duckdns.org","custom static list mthcht"
"hsgsjgdjgv.ooguy.com","custom static list mthcht"
"emilywert.shop","custom static list mthcht"
"c.gettrustpayment.live","custom static list mthcht"
"zqdkoswwan.duckdns.org","custom static list mthcht"
"dvibzhxkxl.duckdns.org","custom static list mthcht"
"islafrostx.site","custom static list mthcht"
"dnl-l.ooguy.com","custom static list mthcht"
"teielbuhzn.club","custom static list mthcht"
"jp-myverifysecure03x.duckdns.org","custom static list mthcht"
"pump.fun-watch.stream","custom static list mthcht"
"ssdesa.mjusy.com","custom static list mthcht"
"newdcrat777.duckdns.org","custom static list mthcht"
"dsjex108.com","custom static list mthcht"
"pujakumari.duckdns.org","custom static list mthcht"
"mail.hunter-israel.com","custom static list mthcht"
"of-facebook.com","custom static list mthcht"
"eafht.top","custom static list mthcht"
"instagramm.ddns.net","custom static list mthcht"
"noreply-control-amzon-serv.ooguy.com","custom static list mthcht"
"forherfanc.com","custom static list mthcht"
"rzvcagoypl.duckdns.org","custom static list mthcht"
"blazingpack.ddns.net","custom static list mthcht"
"alemania2020.duckdns.org","custom static list mthcht"
"prostriese.pro","custom static list mthcht"
"gydetect-chs-e-update-all-data.4dq.com","custom static list mthcht"
"app.bonuspromo.live","custom static list mthcht"
"glenbrennan.shop","custom static list mthcht"
"hseerqqqqi.duckdns.org","custom static list mthcht"
"pubgxrunic.dnset.com","custom static list mthcht"
"spinroyal19.dnset.com","custom static list mthcht"
"vczxvsgsehse.itsaol.com","custom static list mthcht"
"on.myz.info","custom static list mthcht"
"identity.mylftv.com","custom static list mthcht"
"livehouse.myz.info","custom static list mthcht"
"gbwhtsa.app","custom static list mthcht"
"check-res.com","custom static list mthcht"
"30zk79k9.duckdns.org","custom static list mthcht"
"duquericopan.duckdns.org","custom static list mthcht"
"staticd.dynamic-dns.net","custom static list mthcht"
"mix80.dnset.com","custom static list mthcht"
"ilyasautotech.com.au","custom static list mthcht"
"prmbooking.com","custom static list mthcht"
"goynetfiles.duckdns.org","custom static list mthcht"
"android2018.ooguy.com","custom static list mthcht"
"dune-logic-base.rapiddune.ru","custom static list mthcht"
"pennysaverfurniture.shop","custom static list mthcht"
"fhlogs1.no-ip.biz","custom static list mthcht"
"app-axiom.trade","custom static list mthcht"
"signin-mydevice.com.elite-spv4.com","custom static list mthcht"
"karenfloydportraiture.com","custom static list mthcht"
"brolyx95.duckdns.org","custom static list mthcht"
"theberkmans.com","custom static list mthcht"
"to-ke6p0zkqt.info","custom static list mthcht"
"apichatwhatsapp.duckdns.org","custom static list mthcht"
"wobawuwad.z1.web.core.windows.net","custom static list mthcht"
"cocacabanaclubsdownt.com","custom static list mthcht"
"birimiz-tabanca-birimiz-kursun.mooo.com","custom static list mthcht"
"delikral.mywire.org","custom static list mthcht"
